domain,ranking,mld_res,mld.ps_res,card_rem,ratio_Rrem,ratio_Arem,jaccard_RR,jaccard_RA,jaccard_AR,jaccard_AA,jaccard_ARrd,jaccard_ARrem,label
eu.battle.net.login.zh-gvk.in/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,10000000,0,0,14,177.285714,180.357143,0,0,0,0,0,0.768008,1
eu.battle.net.login.zh-gvk.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/,10000000,0,0,13,187.769231,192.153846,0,0,0,0,0,0.768349,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/,10000000,1,0,4,77.25,67.25,0,0,0,0,0.769231,0.651429,1
www.vis-ph.com/wp-admin/maint/index.html?section=signinpage&amp;amp;=&amp;amp;cookiecheck=yes&amp;amp;=nba/signin,10000000,0,0,12,82.75,77.083333,0,0,0,0,0,0.721724,1
hjftgggtjtttttuyrjtjt6ju6u6u6yu6.4ove.com/,46818,0,0,0,0,0,0,0,0,0,0,0,1
cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,10000000,0,0,14,132.5,132.785714,0,0,0,0,0,0.784719,1
paypal.com.tn.cgi.bin.webscr.cmd.login-submit.dispatch.455637489933857729095340593759035457667878187.espinakeitor.cl/paypal.html,10000000,0,0,11,166.545455,164.636364,0,0,0,0,0,0.797237,1
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=,182481,1,0,12,71.083333,69.666667,0,0,0,0,0.666667,0.794899,1
www.uhcocottes.com/wp-content/languages/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e78c5d983e619978f1001d90f10e9c70d78c5d983e619978f1001d90f10e9c70d,10000000,0,0,9,201.666667,205.222222,0,0,0,0,0,0.811974,1
eurovis.altervista.org/login,602,1,1,1,748,786,0,0.001242,0,0.001248,0.8,0.859394,1
www.egitimogretimci.com/wp-admin/images/screenshots/index.htm,10000000,0,0,5,55.2,50.8,0,0,0,0,0,0.726384,1
www.fill-1.ru/media/system/images/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651fd874a08cbf0626afe4dc136c3524ab1fd874a08cbf0626afe4dc136c3524ab,10000000,0,0,8,143.75,149.75,0,0,0,0,0,0.795107,1
ecatreviews.com//wp-includes/images/boomzz.html,10000000,0,0,4,105.5,102,0,0,0,0,0,0.844444,1
randexpr.com/css/123659854/125689545/security/login.php,10000000,0,0,4,390.25,409.75,0,0,0,0,0,0.856148,1
randexpr.com/css/123659854/12568954120/security/login.php,10000000,0,0,4,390.25,409.75,0,0,0,0,0,0.856148,1
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code142/security/login.php,10000000,0,0,9,236.777778,245.444444,0,0,0,0,0,0.825831,1
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5tt1.mediareso.com/secure-code4/security/login.php,10000000,0,0,14,192.071429,196.357143,0,0,0,0,0,0.806645,1
www.paypal.com.cgi-bin.webscr.dispatch.654a651951c965198e4195132321c9849a.6516c5132132e13516c9851616e51651d32.65a1651c321321321321.056516e56516e519849a1.bigmikestyles.com/update/,10000000,0,0,9,109.444444,105,0,0,0,0,0,0.692982,1
www.paypal.com.cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0d36.63d3fae3e7f0184a.5674f290db9e9c846.mathieu-robert.com/,10000000,0,0,11,152.636364,151.272727,0,0,0,0,0,0.781034,1
scur.paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1w.eurofibre-engineering.com/wwewewewewewewewewewewewewe/weewweweewwewewewewewewewewewewewe/info/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5f58eee485ff1e6726bf951ad6c0218bbf58eee485ff1e6726bf951ad6c0218bb,10000000,0,0,14,152.214286,153.428571,0,0,0,0,0,0.79639,1
www.halimshop.com/include/custom/verified/us/Full/info/a7a/paypal/@/sp3ki5/Adeek.com/password.htm,10000000,0,0,10,63.1,60.8,0,0,0,0,0,0.68114,1
agendasanjuan.com/webmaster/webmaster/online/PayPal.com-cgi-/,10000000,0,0,5,601.2,630.4,0,0,0,0,0,0.860423,1
'nicolecustodio.com.br/paypal\%20us/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8',493313,0,0,9,160.777778,160.222222,0,0,0,0,0,0.780037,1
up.heliohost.org/54T4N45/up,46265,1,0,0,0,0,0,0,0,0,0.666667,0,1
up.heliohost.org/54T4N45/up/,46265,1,0,0,0,0,0,0,0,0,0.666667,0,1
www.foto-yama.kiev.ua/wp-content/uploads/2012/07/index.htm,10000000,1,1,5,55.6,53.6,0,0,0,0,0.722222,0.700935,1
reutregev.com/bin/updates/webscr.html?cmd=_login-run,10000000,0,0,8,204.25,208.75,0,0,0,0,0,0.794677,1
numberoneclubbombastic.com/wp-includes/pomo/information.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e5c8c552a98a6876052ae4128977ce9205c8c552a98a6876052ae4128977ce920,10000000,0,0,8,178.125,183.875,0,0,0,0,0,0.841068,1
randexpr.com/css/123659854/125689545/security/,10000000,0,0,2,188,196.5,0,0,0,0,0,0.796729,1
randexpr.com/css/redirect/index.php,10000000,0,0,4,185.5,189.5,0,0,0,0,0,0.840491,1
www.gruposodexo.com/site/order/firstPreOrderStepOne.html,10000000,0,0,5,127,130,0,0,0,0,0,0.797203,1
mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.html,10000000,0,0,8,117.75,119.625,0,0,0,0,0,0.743802,1
mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.php,10000000,0,0,8,139.25,143.625,0,0,0,0,0,0.763835,1
senyo.com/old_aol.1.3/?Login=&amp;amp;amp;Lis=10&amp;amp;amp;LigertID=1993745&amp;amp;amp;us=1,10000000,1,0,5,162.2,165.6,0,0,0,0,0.857143,0.843645,1
onshun.hk/a/secure.paypal.com.us.cgi-bin.webscr_cmd=_login-submit&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c846/restore-account/restoring.php,10000000,0,0,14,129.142857,129,0,0,0,0,0,0.81608,1
docs.google.com/spreadsheet/viewform?formkey=dGdieTRJdWpOSzIwcGwtQ2MxdzA4aFE6MQ,1,1,1,6,71.166667,78.666667,0.028235,0.032239,0.027365,0.031432,0.886969,0.696226,1
tinyurl.com/cq2yvst,656,1,1,1,0,0,0,0,0,0,0.44,0,1
users11.jabry.com/reased/Gmail.html,56829,0,0,3,349.333333,342.333333,0,0,0,0,0,0.851026,1
www.emailformwizard.com/form.php?id=14339,10000000,0,0,2,299.5,316.5,0,0,0,0,0,0.855422,1
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/228eaa4661a4e10eef24b068ad81c219/wbsccr.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365f659688b40da34ba9cae26e54859a986f659688b40da34ba9cae26e54859a986,10000000,0,0,14,44.285714,37.571429,0,0,0,0,0,0.682819,1
p3green.com/pp/Gx55AA011055_ssh/n=1057923584&amp;fid=5c8a45349a8427f921358a42650ce4b/rd0306sv0v0xxx25_DosIgn_ssl=cgi_025553/,10000000,0,0,3,19.666667,14.333333,0,0,0,0,0,0.619048,1
www.edyshsdf32.hut4.ru/Redirecionamento.html?#,118554,0,0,3,125.666667,129.666667,0,0,0,0,0,0.810875,1
www.mundodelespanol.com/wp-content/themes/twentyeleven/tesco/tesco/login.htm,10000000,0,0,7,141.142857,138.285714,0,0,0,0,0,0.822926,1
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/c5b40493765454a2a8f81410db15a629/wbsccr.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436574ef117fe2e51abf4443a5dd0eac768774ef117fe2e51abf4443a5dd0eac7687,10000000,0,0,13,44.538462,38.384615,0,0,0,0,0,0.687011,1
studentfii.ro/helen/.de/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e6127af7192990a60a534b5295e08d3106127af7192990a60a534b5295e08d310;,10000000,0,0,8,222.75,228.75,0,0,0,0,0,0.814164,1
senyo.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,10000000,1,0,4,192.5,200.25,0,0,0,0,0.857143,0.854782,1
tvzoetermeer.nl/wp-content/via.php?Korbin.Mckinney,10000000,0,0,5,117.4,121.8,0,0,0,0,0,0.795796,1
studentfii.ro/helen/.de/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e6127af7192990a60a534b5295e08d3106127af7192990a60a534b5295e08d310;,10000000,0,0,9,202.555556,206.333333,0,0,0,0,0,0.811024,1
www.paypal-com.uni.me/update/security/profile/index.php,5757,1,0,6,162.166667,172.333333,0,0.000864,0,0.001729,0.712329,0.796777,1
dazzletechnologies.com/fckeditor/editor/images/smiley/msn/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,10000000,0,0,18,131.5,127.388889,0,0,0,0,0,0.779985,1
teknocin.net/mobil/northrock.htm,10000000,0,0,4,82.75,79.75,0,0,0,0,0,0.679587,1
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/c5b40493765454a2a8f81410db15a629/wbsccr.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436574ef117fe2e51abf4443a5dd0eac768774ef117fe2e51abf4443a5dd0eac7687,10000000,0,0,14,44.285714,37.571429,0,0,0,0,0,0.682819,1
83271paypal1081.teas111.com/LiiP8iwnZW.php?WuDo5gY9pONmFa7YAqRMINRRtCewP4usJ7hDCNJXGhv5AFjlT6zwzI10M1HhmQc3Q5H2GoUe85Saya2bNdeuT9997WvMdPSefIRR,10000000,0,0,7,62.428571,65.714286,0,0,0,0,0,0.853306,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/2c9ef6b6de2f15804ee1ba5217a399df/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1e16103c2cf580f5d0f83abb5d22a2c44e16103c2cf580f5d0f83abb5d22a2c44,10000000,1,0,8,130,124.125,0,0,0,0,0.769231,0.718512,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/be9483d24fb9d36353b82bf3e9868181/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1a8a7d3e45cc7930ff7e377995e62f771a8a7d3e45cc7930ff7e377995e62f771,10000000,1,0,8,130,124.125,0,0,0,0,0.769231,0.718512,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a15c5b4f769ef39c03a85843d086d33e6d5c5b4f769ef39c03a85843d086d33e6d,10000000,1,0,9,126.777778,121.888889,0,0,0,0,0.769231,0.720215,1
www.scahufcn5486.hut4.ru/Simplesmente/index.html,118554,0,0,4,120.5,123.75,0,0,0,0,0,0.792661,1
salaryof.com/cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1.8e2636.63d3fae.8db2b24f7b84f1819343fd6c338b1d9d60.6/us/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,10000000,0,0,11,135.454545,134.818182,0,0,0,0,0,0.772809,1
israeltenniscenters.com/LTD-US/en/.www2.paypalcom/us/cgi-bin/1/webscr/cmd=_login-submit.php,10000000,0,0,11,174.727273,178.454545,0,0,0,0,0,0.821378,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/,10000000,1,0,4,77.25,67.25,0,0,0,0,0.769231,0.651429,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/,10000000,1,0,5,82,74.6,0,0,0,0,0.769231,0.673077,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/be9483d24fb9d36353b82bf3e9868181/,10000000,1,0,4,77.25,67.25,0,0,0,0,0.769231,0.651429,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/1.php,10000000,1,0,5,149.2,145.8,0,0,0,0,0.769231,0.77497,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/cde4c901de000d2a9ebcde641e4f31d8/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a19c9dea0474e6d3e7f0bcdac2284bb0f89c9dea0474e6d3e7f0bcdac2284bb0f8,10000000,1,0,8,130,124.125,0,0,0,0,0.769231,0.718512,1
www.panda-forumx.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,10000000,0,0,12,160.75,162.5,0,0,0,0,0,0.776099,1
www.panda-forumx.tk/login.asp?ref=us.battle.net/account/Fmanagement/index.xml&amp;app=bam,10000000,0,0,12,160.75,162.5,0,0,0,0,0,0.776099,1
www.battle.com.2fwow.net/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam,10000000,0,0,21,163.095238,165.333333,0,0,0,0,0,0.81787,1
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/856583930f908bce0f2e2b3ba40ed03d/,10000000,0,0,9,172.222222,170.777778,0,0,0,0,0,0.779251,1
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/8e97c389aaebc654c70ac30c4cce79a1/,10000000,0,0,9,172.222222,170.777778,0,0,0,0,0,0.779251,1
www.horsetreats.com/.service.e.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run,10000000,0,0,11,173.363636,175.636364,0,0,0,0,0,0.76831,1
www.panda-forumx.tk/login.asp?ref=us.battle.net/account/Fmanagement/index.xml&app=bam,10000000,0,0,11,171.636364,174.818182,0,0,0,0,0,0.778348,1
www.torstash.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,10000000,0,0,4,192.5,200.25,0,0,0,0,0,0.854782,1
shylands.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,10000000,0,0,4,192.5,200.25,0,0,0,0,0,0.854782,1
praic.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,10000000,1,0,4,192.5,200.25,0,0,0,0,0.75,0.854782,1
www.battle.com.2fwow.net/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&accountName=EBALEKINA&app=bam&cr=true&mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&spam,10000000,0,0,20,169.2,172.25,0,0,0,0,0,0.818642,1
www.driveways-som.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,10000000,0,0,4,192.5,200.25,0,0,0,0,0,0.854782,1
www.panda-forumx.tk/login.asp?ref=us.battle.net/account/management/index.xml&app=bam,10000000,0,0,11,171.636364,174.818182,0,0,0,0,0,0.778348,1
sepakbolaonline.com/wp-content/themes/redcarpet-3.0.6/sec/ibank.ib.nab.com.au/,10000000,0,0,8,189.875,190.75,0,0,0,0,0,0.736032,1
www.waxholdings.us.ms/,10000000,0,0,0,0,0,0,0,0,0,0,0,1
cadastre.orgfree.com/perfilbb.php,31523,1,0,2,225,235,0,0,0,0,0.25,0.84739,1
cadastre.orgfree.com//PortalSeguro/BB/,31523,1,0,1,0,0,0,0,0,0,0.25,0,1
inetserv.visa.com.ar.php53-23.ord1-1.websitetestlink.com/visa.php,15502,0,0,5,152.4,147.2,0,0,0,0,0,0.762353,1
www.physics2u.org/templates/beez/css/a1/index.html,10000000,0,0,5,125.6,126.2,0,0,0,0,0,0.829942,1
www.physics2u.org/templates/beez/css/a1/,10000000,0,0,3,90,89.333333,0,0,0,0,0,0.823729,1
www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html,10000000,0,0,6,224.666667,230.166667,0,0,0,0,0,0.855201,1
www.oasisbucaramanga.org/portal/templates/beez/css/e5/Atualizar_Dados.php?confirmando,10000000,0,0,8,328.125,448.375,0,0,0,0,0,0.629591,1
www.oasisbucaramanga.org/portal/templates/beez/css/e5/confirmando.html,10000000,0,0,7,350.428571,485,0,0,0,0,0,0.614578,1
www.minnesotairish.com/v-web/northrock.htm,10000000,0,0,4,175.5,175.75,0,0,0,0,0,0.668646,1
pyuthansamachar.com/np/Paypal_Virefication/741f85e09681ab7d07cdbad92235ec1e/webscr.php,10000000,0,0,5,175.4,179,0,0,0,0,0,0.772,1
passivemobilemoneymachine.com/Paypal_Virefication/ec36a303cacf405c4559c9d1cc4bb60a/,10000000,0,0,2,0,0,0,0,0,0,0,0,1
passivemobilemoneymachine.com/Paypal_Virefication/4d884989290116285908cd3a044421a6/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,10000000,0,0,9,194.666667,200.333333,0,0,0,0,0,0.813776,1
www.egitimogretimci.com//wp-admin/images/screenshots/index.htm,10000000,0,0,5,55.2,50.8,0,0,0,0,0,0.726384,1
popgoesthehome.com/wp-content/upgrade/jan.php,10000000,0,0,4,153.75,154.75,0,0,0,0,0,0.825444,1
sgipromis.com/phpFormGenerator/forms/form1.html,10000000,0,0,4,369.25,426.75,0,0,0,0,0,0.734205,1
www.rrp-mfg.com/bin/,10000000,0,0,1,50,51,0,0,0,0,0,0.655738,1
technicalsuport-admin.tk/,10000000,0,0,0,0,0,0,0,0,0,0,0,1
pichincha.polnet-computer.com/internexo/jsp/loginbiometrico/loginBiometrico.jsp,10000000,0,0,6,145,145.666667,0,0,0,0,0,0.843552,1
senyo.com/old_aol.1.3/?Login=&amp;amp;Lis=10&amp;amp;LigertID=1993745&amp;amp;us=1,10000000,1,0,5,162.2,165.6,0,0,0,0,0.857143,0.843645,1
vendez1site.com/includes/install/1fa21b5beb49f1908ecd410b63cb756d/,10000000,0,0,2,116.5,118.5,0,0,0,0,0,0.88,1
pichincha.polnet-computer.com/internexo.html/,10000000,0,0,3,104.666667,99.333333,0,0,0,0,0,0.816024,1
frankieandlola.com.au/plugins/xmlrpc/tesco.php,10000000,0,0,4,137,133.5,0,0,0,0,0,0.818487,1
hrpp.org.ws/form/TAMCOMEMAIL/,10000000,1,0,2,81,86.5,0,0,0,0,0.5,0.753927,1
promocaomembertamfidelidade.tk/,10000000,0,0,0,0,0,0,0,0,0,0,0,1
member.paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.befemelle.com/4064a728969477a1453f3a293537d15c/,10000000,0,0,14,67.285714,61.5,0,0,0,0,0,0.666359,1
thedoorfellowship.com/joomla.php,10000000,0,0,2,287,304.5,0,0,0,0,0,0.865931,1
affiliatemoneymakingsoftware.com/uploads/Trulia/index.htm,10000000,0,0,4,34.25,32,0,0,0,0,0,0.666667,1
paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/1df7b1f86929fcc7b85786b7083577ad/,10000000,0,0,10,156.7,154.3,0,0,0,0,0,0.778159,1
steveathighlandscounty.com/upgrade/uploads/login/Trulia/index.htm,10000000,0,0,6,152.166667,156.666667,0,0,0,0,0,0.832839,1
www.sec.gov/edgar.shtml,6396,1,1,2,16,15,0.0375,0.025316,0.016667,0,0.509434,0.55,0
www.taxsites.com/associations2.html,756303,0,0,2,141.5,142.5,0,0,0,0,0,0.856209,0
www.crescan.com/pakistanicma/,10000000,1,0,2,17,15,0,0,0,0,0,0.6,0
www.ficpa.org/content/home.aspx,932789,1,0,3,178,188,0,0,0,0,0.666667,0.753994,0
pacioli.loyola.edu/aecm/,96561,1,0,1,33,21,0,0,0,0,0.85,0.542857,0
www.financialaccounting.com/financialprof.htm,10000000,0,0,3,44.666667,45.333333,0,0,0,0,0,0.698113,0
www.nattax.com/california.htm,10000000,0,0,2,85,90,0,0,0,0,0,0.832461,0
www.continuingeducation.net/schedule.php?profession=Accountants,10000000,0,0,4,187.5,200.25,0,0,0,0,0,0.829009,0
exinfmvs.securesites.net/training/,31046,1,0,1,164,176,0,0,0,0,0.5,0.868132,0
corporate.smartpros.com/education/education.html,355276,0,0,2,177.5,188,0,0,0,0,0,0.822943,0
www.calcpa.org/Content/foundation.aspx,348491,1,0,3,38.333333,35,0.016807,0.018349,0.008547,0.009346,0.5,0.692308,0
www.straffordpub.com/content/accounting,10000000,0,0,2,50.5,42.5,0,0,0,0,0,0.690909,0
www.byuaccounting.net/mediawiki,10000000,0,0,1,23,19,0,0,0,0,0,0.826087,0
www.kpmg.com/cn/en/,14496,1,0,0,0,0,0,0,0,0,0.631579,0,0
www.accountpro.net/en/int_e.htm,10000000,0,0,2,10.5,6.5,0,0,0,0,0,0.478261,0
indelhi.8m.com/pankaj/,10000000,1,0,1,12,11,0,0,0,0,0,0.642857,0
www.kpmg.com/pk/en/,14496,1,0,0,0,0,0,0,0,0,0.631579,0,0
singapore_aberdeen.tripod.com/mackenzie.html,1267,1,1,2,142.5,142,0,0.003279,0,0.003356,0.681818,0.847403,0
www.kpmg.com/sg/,14496,1,0,0,0,0,0,0,0,0,0.631579,0,0
www.tggweb.com/quast/,10000000,0,0,1,12,11,0,0,0,0,0,0.642857,0
www.kpmg.com/IE/,14496,1,0,0,0,0,0,0,0,0,0.631579,0,0
www.pwc.com/ca/,11034,1,0,0,0,0,0,0,0,0,0.526316,0,0
www3.telus.net/davidlin/,17874,1,1,2,230,233.5,0,0,0,0,0.678571,0.810547,0
webhome.idirect.com/~gmr/,10000000,1,0,1,15,14,0,0,0,0,0.916667,0.705882,0
www3.sympatico.ca/cpyndus,16422,1,1,1,13,12,0,0,0,0,0.772727,0.666667,0
www.taxspecialistgroup.ca/public/index.asp?site=cadesky,10000000,0,0,6,87.5,87,0,0,0,0,0,0.716393,0
www.deloitte.com/view/en_CA/ca/,6513,1,0,2,26,27,0,0,0,0,0.684211,0.514286,0
www.groupemca.com/indexen.html,10000000,0,0,2,179,181.5,0,0,0,0,0,0.811558,0
www.acsalaska.net/~meinel/index.html,894266,1,1,3,123.333333,124.666667,0,0,0,0,0.4,0.814634,0
